직원ID,퇴직여부,나이,성별,출장빈도,일대비급여수준,부서,집과의거리,전공,업무환경만족도,업무참여도,업무만족도,결혼여부,월급여,일한회사수,직원수,18세이상,야근정도,급여증가분백분율,스톡옵션정도,근속연수,현재역할년수,마지막승진년수
1173,No,24,Male,Travel_Rarely,477,Research & Development,24,Medical,4,3,2,Single,3597,8,1,Y,No,22,0,4,3,1
1175,Yes,28,Female,Travel_Rarely,1485,Research & Development,12,Life Sciences,3,3,4,Married,2515,1,1,Y,Yes,11,0,1,1,0
1177,No,26,Male,Travel_Rarely,1384,Research & Development,3,Medical,1,4,4,Married,4420,1,1,Y,No,22,1,8,7,0
1179,No,30,Male,Travel_Rarely,852,Sales,10,Marketing,3,2,3,Married,6578,1,1,Y,No,18,1,10,3,1
1180,No,40,Female,Travel_Frequently,902,Research & Development,26,Medical,3,2,4,Married,4422,3,1,Y,Yes,13,1,1,1,0
1182,No,35,Male,Travel_Rarely,819,Research & Development,2,Life Sciences,3,2,2,Divorced,10274,2,1,Y,No,18,1,7,7,6
1184,No,34,Male,Travel_Frequently,669,Research & Development,1,Medical,4,2,1,Single,5343,0,1,Y,No,20,0,13,9,4
1185,No,35,Male,Travel_Frequently,636,Research & Development,4,Other,4,2,4,Married,2376,1,1,Y,No,13,1,2,2,2
1188,Yes,43,Female,Travel_Rarely,1372,Sales,9,Marketing,1,1,3,Single,5346,8,1,Y,No,13,0,4,3,1
1190,No,32,Female,Non-Travel,862,Sales,2,Life Sciences,3,3,1,Divorced,2827,1,1,Y,No,12,3,1,0,0
1191,No,56,Female,Travel_Rarely,718,Research & Development,4,Technical Degree,4,3,1,Divorced,19943,4,1,Y,No,13,1,5,2,4
1192,No,29,Female,Travel_Rarely,1401,Research & Development,6,Medical,2,3,4,Married,3131,1,1,Y,No,13,1,10,8,0
1193,No,19,Male,Travel_Rarely,645,Research & Development,9,Life Sciences,3,3,1,Single,2552,1,1,Y,No,25,0,1,1,0
1195,No,45,Female,Travel_Rarely,1457,Research & Development,7,Medical,1,3,3,Married,4477,4,1,Y,Yes,19,1,3,2,0
1196,No,37,Female,Travel_Rarely,977,Research & Development,1,Life Sciences,4,2,4,Married,6474,1,1,Y,No,13,1,14,8,3
1198,No,20,Male,Travel_Rarely,805,Research & Development,3,Life Sciences,1,2,3,Single,3033,1,1,Y,No,12,0,2,2,1
1200,Yes,44,Male,Travel_Rarely,1097,Research & Development,10,Life Sciences,3,3,3,Single,2936,1,1,Y,Yes,11,0,6,4,0
1201,No,53,Female,Travel_Rarely,1223,Research & Development,7,Medical,4,3,3,Divorced,18606,3,1,Y,No,18,1,7,7,4
1202,No,29,Female,Travel_Rarely,942,Research & Development,15,Life Sciences,2,1,4,Married,2168,0,1,Y,Yes,18,1,5,4,1
1203,Yes,22,Male,Travel_Frequently,1256,Research & Development,3,Life Sciences,3,2,4,Married,2853,0,1,Y,Yes,11,1,0,0,0
1204,No,46,Female,Travel_Rarely,1402,Sales,2,Marketing,3,3,1,Married,17048,8,1,Y,No,23,0,26,15,15
1206,No,44,Male,Non-Travel,111,Research & Development,17,Life Sciences,4,1,3,Single,2290,2,1,Y,No,13,0,0,0,0
1207,No,33,Male,Travel_Rarely,147,Human Resources,2,Human Resources,2,3,3,Married,3600,1,1,Y,No,13,1,5,4,1
1210,Yes,41,Male,Non-Travel,906,Research & Development,5,Life Sciences,1,2,1,Divorced,2107,6,1,Y,No,17,1,1,0,0
1211,No,30,Male,Travel_Rarely,1329,Sales,29,Life Sciences,3,3,1,Divorced,4115,8,1,Y,No,19,3,4,3,0
1212,No,40,Male,Travel_Frequently,1184,Sales,2,Medical,2,3,2,Married,4327,5,1,Y,No,12,3,0,0,0
1215,No,50,Female,Travel_Frequently,1421,Research & Development,2,Medical,4,3,1,Married,17856,2,1,Y,No,22,1,2,2,2
1216,No,28,Male,Travel_Rarely,1179,Research & Development,19,Medical,4,2,1,Married,3196,1,1,Y,No,12,3,6,5,3
1217,No,46,Male,Travel_Rarely,1450,Research & Development,15,Life Sciences,4,3,2,Married,19081,5,1,Y,No,11,1,4,2,0
1218,No,35,Male,Travel_Rarely,1361,Sales,17,Life Sciences,3,3,1,Married,8966,3,1,Y,Yes,15,3,7,7,1
1219,Yes,24,Female,Travel_Rarely,984,Research & Development,17,Life Sciences,4,3,2,Married,2210,1,1,Y,No,13,1,1,0,0
1220,No,33,Female,Travel_Frequently,1146,Sales,25,Medical,2,3,3,Married,4539,1,1,Y,No,12,1,10,7,0
1221,No,36,Male,Travel_Rarely,917,Research & Development,6,Life Sciences,3,1,3,Divorced,2741,1,1,Y,No,14,1,7,7,1
1224,No,30,Male,Travel_Rarely,853,Research & Development,7,Life Sciences,3,3,3,Divorced,3491,1,1,Y,No,13,3,10,7,8
1225,No,44,Male,Travel_Rarely,200,Research & Development,29,Other,4,3,4,Single,4541,1,1,Y,No,25,0,20,11,13
1226,No,20,Male,Travel_Rarely,654,Sales,21,Marketing,3,4,4,Single,2678,1,1,Y,No,17,0,2,1,2
1228,No,46,Male,Travel_Rarely,150,Research & Development,2,Technical Degree,4,3,4,Divorced,7379,2,1,Y,No,11,1,6,3,1
1231,No,42,Male,Non-Travel,179,Human Resources,2,Medical,4,4,1,Married,6272,7,1,Y,No,16,1,4,3,0
1233,No,60,Male,Travel_Rarely,696,Sales,7,Marketing,2,4,4,Divorced,5220,0,1,Y,Yes,18,1,11,7,1
1234,No,32,Female,Travel_Frequently,116,Research & Development,13,Other,3,2,2,Married,2743,1,1,Y,No,20,1,2,2,2
1235,No,32,Female,Travel_Frequently,1316,Research & Development,2,Life Sciences,4,3,3,Single,4998,4,1,Y,Yes,14,0,8,7,0
1237,No,36,Female,Travel_Rarely,363,Research & Development,1,Technical Degree,3,1,1,Divorced,10252,2,1,Y,Yes,21,1,7,7,7
1238,No,33,Male,Travel_Rarely,117,Research & Development,9,Medical,1,3,4,Married,2781,0,1,Y,No,13,1,14,10,4
1239,No,40,Female,Travel_Rarely,107,Sales,10,Technical Degree,2,2,2,Divorced,6852,7,1,Y,No,12,1,5,1,1
1240,No,25,Male,Travel_Rarely,1356,Sales,10,Life Sciences,3,3,4,Single,4950,0,1,Y,No,14,0,4,3,1
1241,No,30,Male,Travel_Rarely,1465,Research & Development,1,Medical,4,3,2,Married,3579,0,1,Y,Yes,21,1,11,9,5
1242,No,42,Female,Travel_Frequently,458,Research & Development,26,Medical,1,3,1,Married,13191,3,1,Y,Yes,17,0,1,0,0
1243,No,35,Female,Non-Travel,1212,Sales,8,Marketing,3,2,4,Married,10377,4,1,Y,Yes,11,1,13,2,4
1244,No,27,Male,Travel_Rarely,1103,Research & Development,14,Life Sciences,1,3,1,Married,2235,1,1,Y,Yes,14,2,9,7,6
1245,No,54,Female,Travel_Frequently,966,Research & Development,1,Life Sciences,4,3,3,Divorced,10502,7,1,Y,No,17,1,5,4,1
1246,No,44,Female,Travel_Rarely,1117,Research & Development,2,Life Sciences,1,4,4,Married,2011,1,1,Y,No,13,1,10,5,7
1248,Yes,19,Female,Non-Travel,504,Research & Development,10,Medical,1,2,2,Single,1859,1,1,Y,Yes,25,0,1,1,0
1249,No,29,Female,Travel_Rarely,1010,Research & Development,1,Life Sciences,1,3,4,Divorced,3760,1,1,Y,No,15,3,3,2,1
1250,No,54,Male,Travel_Rarely,685,Research & Development,3,Life Sciences,4,3,4,Married,17779,3,1,Y,No,14,0,10,9,0
1251,No,31,Male,Travel_Rarely,1332,Research & Development,11,Medical,3,3,1,Married,6833,1,1,Y,Yes,12,0,6,5,0
1252,No,31,Female,Travel_Rarely,1062,Research & Development,24,Medical,3,2,1,Single,6812,1,1,Y,No,19,0,10,9,1
1254,No,59,Female,Travel_Rarely,326,Sales,3,Life Sciences,3,2,4,Single,5171,5,1,Y,No,17,0,6,1,0
1255,No,43,Male,Travel_Rarely,920,Research & Development,3,Life Sciences,3,1,4,Married,19740,3,1,Y,No,14,1,8,7,0
1256,No,49,Male,Travel_Rarely,1098,Research & Development,4,Medical,1,2,3,Married,18711,2,1,Y,No,13,1,1,0,0
1257,No,36,Male,Travel_Frequently,469,Research & Development,3,Technical Degree,3,3,2,Married,3692,1,1,Y,No,12,0,11,10,0
1258,No,48,Male,Travel_Rarely,969,Research & Development,2,Technical Degree,4,4,2,Single,2559,5,1,Y,No,11,0,1,0,0
1259,No,27,Male,Travel_Rarely,1167,Research & Development,4,Life Sciences,1,3,3,Divorced,2517,1,1,Y,No,11,3,5,3,0
1260,No,29,Male,Travel_Rarely,1329,Research & Development,7,Life Sciences,3,3,4,Divorced,6623,1,1,Y,Yes,11,2,6,0,1
1263,No,48,Male,Travel_Rarely,715,Research & Development,1,Life Sciences,4,2,4,Single,18265,6,1,Y,No,12,0,1,0,0
1264,No,29,Female,Travel_Rarely,694,Research & Development,1,Life Sciences,4,2,4,Divorced,16124,3,1,Y,No,14,2,7,7,1
1265,No,34,Female,Travel_Rarely,1320,Research & Development,20,Technical Degree,3,4,3,Married,2585,0,1,Y,No,17,0,1,0,0
1267,No,44,Male,Travel_Rarely,1099,Sales,5,Marketing,2,3,2,Married,18213,7,1,Y,No,11,1,22,9,3
1268,No,33,Male,Travel_Rarely,536,Sales,10,Marketing,4,4,3,Divorced,8380,0,1,Y,Yes,14,2,9,8,0
1269,No,19,Female,Travel_Rarely,265,Research & Development,25,Life Sciences,2,4,4,Single,2994,1,1,Y,Yes,12,0,1,0,0
1270,No,23,Male,Travel_Rarely,373,Research & Development,1,Life Sciences,4,3,3,Married,1223,1,1,Y,No,22,1,1,0,0
1273,Yes,25,Male,Travel_Frequently,599,Sales,24,Life Sciences,3,1,4,Single,1118,1,1,Y,Yes,14,0,1,0,1
1275,No,26,Male,Travel_Rarely,583,Research & Development,4,Life Sciences,3,3,4,Single,2875,1,1,Y,Yes,20,0,8,5,2
1277,Yes,45,Female,Travel_Rarely,1449,Sales,2,Marketing,1,1,2,Single,18824,2,1,Y,Yes,16,0,24,10,1
1278,No,55,Male,Non-Travel,177,Research & Development,8,Medical,4,2,2,Divorced,13577,1,1,Y,Yes,15,1,33,9,15
1279,Yes,21,Female,Travel_Frequently,251,Research & Development,10,Life Sciences,1,2,3,Single,2625,1,1,Y,No,20,0,2,2,2
1280,No,46,Female,Travel_Rarely,168,Sales,4,Marketing,4,2,2,Married,18789,2,1,Y,No,14,1,11,4,0
1281,No,34,Female,Travel_Rarely,131,Sales,2,Marketing,3,3,1,Single,4538,0,1,Y,Yes,12,0,3,2,0
1282,No,51,Male,Travel_Frequently,237,Sales,9,Life Sciences,4,3,2,Divorced,19847,4,1,Y,Yes,24,1,29,10,11
1283,No,59,Male,Travel_Rarely,1429,Research & Development,18,Medical,4,3,4,Single,10512,6,1,Y,No,12,0,9,7,5
1285,No,34,Female,Travel_Frequently,135,Research & Development,19,Medical,3,3,2,Divorced,4444,4,1,Y,No,13,2,11,8,5
1286,No,28,Male,Travel_Frequently,791,Research & Development,1,Medical,4,3,3,Single,2154,0,1,Y,Yes,11,0,4,2,0
1288,No,44,Male,Travel_Rarely,1199,Research & Development,4,Life Sciences,3,4,1,Divorced,19190,1,1,Y,No,14,2,25,9,14
1289,No,34,Male,Travel_Frequently,648,Human Resources,11,Life Sciences,3,2,2,Married,4490,4,1,Y,No,11,2,10,9,1
1291,No,35,Male,Travel_Rarely,735,Research & Development,6,Life Sciences,3,3,3,Married,3506,0,1,Y,Yes,14,0,3,2,2
1292,No,42,Female,Travel_Rarely,603,Research & Development,7,Medical,2,4,2,Married,2372,6,1,Y,Yes,16,0,1,0,0
1293,No,43,Female,Travel_Rarely,531,Sales,4,Marketing,4,2,4,Single,10231,3,1,Y,No,14,0,21,7,15
1294,No,36,Female,Travel_Rarely,429,Research & Development,2,Life Sciences,3,3,2,Single,5410,9,1,Y,Yes,11,0,16,14,5
1295,Yes,44,Female,Travel_Rarely,621,Research & Development,15,Medical,1,3,4,Married,7978,1,1,Y,No,11,1,10,7,0
1296,No,28,Male,Travel_Frequently,193,Research & Development,2,Life Sciences,4,2,4,Married,3867,1,1,Y,Yes,12,1,2,2,2
1297,No,51,Female,Travel_Frequently,968,Research & Development,6,Medical,2,2,3,Single,2838,0,1,Y,No,14,0,7,0,7
1298,No,30,Female,Non-Travel,879,Research & Development,9,Medical,3,3,3,Single,4695,7,1,Y,Yes,18,0,8,4,1
1299,Yes,29,Female,Travel_Rarely,806,Research & Development,7,Technical Degree,2,3,3,Divorced,3339,3,1,Y,Yes,13,2,7,7,7
1301,No,28,Male,Travel_Rarely,640,Research & Development,1,Technical Degree,4,3,1,Single,2080,2,1,Y,No,11,0,3,2,1
1303,No,25,Female,Travel_Rarely,266,Research & Development,1,Medical,4,3,2,Single,2096,1,1,Y,No,18,0,2,2,2
1304,No,32,Male,Travel_Rarely,604,Sales,8,Medical,3,4,4,Married,6209,1,1,Y,No,15,2,10,7,0
1306,No,45,Female,Travel_Frequently,364,Research & Development,25,Medical,2,3,2,Single,18061,3,1,Y,No,22,0,0,0,0
1307,No,39,Female,Travel_Rarely,412,Research & Development,13,Medical,3,2,2,Divorced,17123,6,1,Y,Yes,13,2,19,9,15
1308,No,58,Male,Travel_Rarely,848,Research & Development,23,Life Sciences,1,3,3,Divorced,2372,1,1,Y,No,12,2,2,2,2
1309,Yes,32,Male,Travel_Rarely,1089,Research & Development,7,Life Sciences,4,3,3,Married,4883,1,1,Y,No,18,1,10,4,1
1310,Yes,39,Male,Travel_Rarely,360,Research & Development,23,Medical,3,3,1,Single,3904,0,1,Y,No,13,0,5,2,0
1311,No,30,Female,Travel_Rarely,1138,Research & Development,6,Technical Degree,1,2,4,Married,4627,0,1,Y,No,12,1,9,2,6
1312,No,36,Female,Travel_Rarely,325,Research & Development,10,Technical Degree,4,3,3,Married,7094,3,1,Y,No,12,0,7,7,1
1314,No,46,Female,Travel_Rarely,991,Human Resources,1,Life Sciences,4,3,1,Single,3423,6,1,Y,No,12,0,7,6,5
1315,No,28,Female,Non-Travel,1476,Research & Development,1,Life Sciences,3,1,4,Married,6674,0,1,Y,No,11,3,9,8,7
1317,No,50,Female,Travel_Rarely,1322,Research & Development,28,Life Sciences,4,3,1,Married,16880,4,1,Y,Yes,11,0,3,2,1
1318,Yes,40,Male,Travel_Rarely,299,Sales,25,Marketing,4,2,2,Single,9094,2,1,Y,Yes,12,0,5,4,1
1319,Yes,52,Male,Travel_Rarely,1030,Sales,5,Life Sciences,2,3,2,Single,8446,9,1,Y,Yes,19,0,8,7,7
1321,No,30,Female,Travel_Rarely,634,Research & Development,17,Medical,2,3,1,Married,11916,1,1,Y,Yes,23,2,9,1,0
1322,No,39,Male,Travel_Rarely,524,Research & Development,18,Life Sciences,1,3,3,Single,4534,0,1,Y,No,11,0,8,7,1
1324,No,31,Female,Non-Travel,587,Sales,2,Life Sciences,4,3,3,Divorced,9852,1,1,Y,Yes,19,1,10,8,9
1329,No,41,Male,Non-Travel,256,Sales,10,Medical,3,1,2,Single,6151,1,1,Y,No,13,0,19,2,11
1331,Yes,31,Female,Travel_Frequently,1060,Sales,1,Life Sciences,4,3,2,Single,2302,1,1,Y,Yes,11,0,3,2,2
1333,Yes,44,Male,Travel_Rarely,935,Research & Development,3,Life Sciences,1,3,1,Married,2362,4,1,Y,No,12,0,3,2,1
1334,No,42,Male,Non-Travel,495,Research & Development,2,Life Sciences,3,3,3,Married,17861,0,1,Y,Yes,13,0,20,8,2
1336,No,55,Female,Travel_Rarely,282,Research & Development,2,Medical,4,1,3,Married,19187,4,1,Y,No,14,1,19,9,9
1338,No,56,Male,Travel_Rarely,206,Human Resources,8,Life Sciences,4,3,2,Single,19717,6,1,Y,No,14,0,7,3,7
1340,No,40,Male,Non-Travel,458,Research & Development,16,Life Sciences,3,3,3,Divorced,3544,9,1,Y,No,16,1,4,2,0
1344,No,34,Male,Travel_Rarely,943,Research & Development,9,Life Sciences,4,3,4,Divorced,8500,0,1,Y,No,11,1,9,7,1
1346,No,40,Male,Travel_Rarely,523,Research & Development,2,Life Sciences,3,3,4,Single,4661,1,1,Y,No,13,0,9,8,8
1349,No,41,Female,Travel_Frequently,1018,Sales,1,Marketing,3,3,1,Divorced,4103,0,1,Y,No,17,1,9,3,1
1350,No,35,Male,Travel_Frequently,482,Research & Development,4,Life Sciences,3,3,3,Single,4249,1,1,Y,Yes,11,0,9,6,1
1352,No,51,Male,Travel_Rarely,770,Human Resources,5,Life Sciences,3,3,2,Divorced,14026,1,1,Y,Yes,11,1,33,9,0
1355,No,38,Female,Travel_Rarely,1009,Sales,2,Life Sciences,2,3,1,Divorced,6893,3,1,Y,No,15,1,7,7,1
1356,No,34,Female,Travel_Rarely,507,Sales,15,Medical,3,3,1,Single,6125,1,1,Y,No,12,0,10,8,9
1358,No,25,Male,Travel_Rarely,882,Research & Development,19,Medical,4,3,4,Married,3669,3,1,Y,No,11,3,3,2,1
1360,Yes,58,Female,Travel_Rarely,601,Research & Development,7,Medical,3,2,1,Married,10008,7,1,Y,Yes,14,0,10,9,5
1361,No,40,Male,Travel_Rarely,329,Research & Development,1,Life Sciences,2,3,2,Married,2387,3,1,Y,No,22,1,4,2,0
1362,No,36,Female,Travel_Frequently,607,Sales,7,Marketing,1,4,1,Married,4639,2,1,Y,No,16,1,15,7,6
1363,No,48,Male,Travel_Rarely,855,Research & Development,4,Life Sciences,4,3,4,Single,7898,1,1,Y,No,11,0,10,9,0
1364,No,27,Female,Travel_Rarely,1291,Sales,11,Medical,3,4,4,Married,2534,8,1,Y,No,14,1,1,0,0
1367,No,51,Female,Travel_Rarely,1405,Research & Development,11,Technical Degree,4,2,2,Single,13142,3,1,Y,No,16,0,5,2,0
1368,No,18,Female,Non-Travel,1124,Research & Development,1,Life Sciences,4,3,4,Single,1611,1,1,Y,No,15,0,0,0,0
1369,No,35,Female,Travel_Rarely,817,Research & Development,1,Medical,4,2,4,Married,5363,0,1,Y,No,12,1,9,7,0
1371,No,27,Male,Travel_Frequently,793,Sales,2,Life Sciences,4,1,4,Single,5071,3,1,Y,No,20,0,6,2,0
1372,Yes,55,Male,Travel_Rarely,267,Sales,13,Marketing,1,4,3,Single,13695,6,1,Y,Yes,17,0,19,7,3
1373,No,56,Male,Travel_Rarely,1369,Research & Development,23,Life Sciences,4,3,2,Married,13402,4,1,Y,Yes,12,1,19,16,15
1374,No,34,Female,Non-Travel,999,Research & Development,26,Technical Degree,1,2,3,Divorced,2029,1,1,Y,No,20,3,5,4,0
1375,No,40,Female,Travel_Rarely,1202,Research & Development,2,Medical,2,4,3,Divorced,6377,5,1,Y,No,20,3,12,11,11
1377,No,34,Male,Travel_Rarely,285,Research & Development,29,Medical,2,3,3,Married,5429,4,1,Y,No,13,2,8,7,7
1379,Yes,31,Female,Travel_Frequently,703,Sales,2,Life Sciences,3,2,4,Single,2785,7,1,Y,No,14,0,1,0,0
1380,Yes,35,Female,Travel_Frequently,662,Sales,18,Marketing,4,3,3,Married,4614,0,1,Y,Yes,18,1,4,2,3
1382,No,38,Male,Travel_Frequently,693,Research & Development,7,Life Sciences,4,4,3,Divorced,2610,1,1,Y,No,11,3,4,2,0
1383,No,34,Female,Travel_Rarely,404,Research & Development,2,Technical Degree,3,3,4,Single,6687,1,1,Y,No,11,0,14,11,4
1387,No,28,Male,Travel_Rarely,736,Sales,26,Life Sciences,3,2,1,Married,4724,1,1,Y,No,11,1,5,3,0
1389,Yes,31,Male,Travel_Rarely,330,Research & Development,22,Medical,4,3,3,Married,6179,1,1,Y,Yes,15,2,10,2,6
1390,No,39,Male,Travel_Rarely,1498,Sales,21,Life Sciences,1,2,4,Married,6120,3,1,Y,Yes,12,2,5,4,1
1391,No,51,Male,Travel_Frequently,541,Sales,2,Marketing,2,3,2,Married,10596,2,1,Y,No,11,0,4,2,3
1392,No,41,Female,Travel_Frequently,1200,Research & Development,22,Life Sciences,4,3,4,Divorced,5467,3,1,Y,Yes,14,2,6,2,3
1394,No,37,Male,Travel_Rarely,1439,Research & Development,4,Life Sciences,3,3,3,Married,2996,7,1,Y,Yes,15,0,6,4,1
1395,No,33,Male,Travel_Frequently,1111,Sales,5,Life Sciences,2,3,4,Married,9998,6,1,Y,No,13,0,5,4,1
1396,No,32,Male,Travel_Rarely,499,Sales,2,Marketing,3,3,2,Married,4078,0,1,Y,Yes,13,3,3,2,1
1397,No,39,Male,Non-Travel,1485,Research & Development,25,Life Sciences,3,3,3,Married,10920,3,1,Y,No,21,1,6,4,0
1399,No,25,Male,Travel_Rarely,1372,Sales,18,Life Sciences,1,4,3,Married,6232,2,1,Y,No,11,0,3,2,1
1401,No,52,Female,Travel_Frequently,322,Research & Development,28,Medical,4,4,3,Married,13247,2,1,Y,Yes,11,1,5,3,0
1402,No,43,Female,Travel_Rarely,930,Research & Development,6,Medical,1,2,3,Single,4081,1,1,Y,Yes,14,0,20,7,1
1403,No,27,Female,Travel_Rarely,205,Sales,10,Marketing,4,2,4,Married,5769,1,1,Y,Yes,11,0,6,2,4
1405,Yes,27,Female,Travel_Rarely,135,Research & Development,17,Life Sciences,4,3,3,Single,2394,1,1,Y,Yes,13,0,8,2,7
1407,No,26,Male,Travel_Rarely,683,Research & Development,2,Medical,1,2,4,Single,3904,0,1,Y,No,12,0,4,3,1
1408,No,42,Female,Travel_Rarely,1147,Human Resources,10,Human Resources,3,3,1,Married,16799,0,1,Y,No,14,1,20,7,0
1409,No,52,Female,Travel_Rarely,258,Research & Development,8,Other,3,3,1,Married,2950,9,1,Y,No,13,0,5,4,0
1411,No,37,Female,Travel_Rarely,1462,Research & Development,11,Medical,1,3,3,Single,3629,4,1,Y,No,18,0,3,2,0
1412,No,35,Male,Travel_Frequently,200,Research & Development,18,Life Sciences,3,3,4,Single,9362,2,1,Y,No,11,0,2,2,2
1415,No,25,Male,Travel_Rarely,949,Research & Development,1,Technical Degree,1,3,4,Married,3229,4,1,Y,No,11,1,3,2,0
1417,No,26,Male,Travel_Rarely,652,Research & Development,7,Other,3,4,1,Single,3578,0,1,Y,No,12,0,7,7,0
1419,No,29,Male,Travel_Rarely,332,Human Resources,17,Other,2,2,1,Single,7988,1,1,Y,No,13,0,10,9,0
1420,Yes,49,Male,Travel_Frequently,1475,Research & Development,28,Life Sciences,1,2,1,Single,4284,3,1,Y,No,20,0,4,3,1
1421,Yes,29,Female,Travel_Frequently,337,Research & Development,14,Other,3,3,4,Single,7553,0,1,Y,Yes,12,0,8,7,7
1422,No,54,Female,Travel_Rarely,971,Research & Development,1,Medical,4,3,4,Single,17328,6,1,Y,No,19,0,20,7,12
1423,No,58,Female,Travel_Rarely,1055,Research & Development,1,Medical,4,3,1,Married,19701,3,1,Y,Yes,21,1,9,8,1
1424,No,55,Male,Travel_Rarely,1136,Research & Development,1,Medical,2,4,4,Divorced,14732,2,1,Y,No,13,2,7,7,0
1425,No,36,Female,Travel_Rarely,1174,Sales,3,Marketing,1,3,2,Single,9278,3,1,Y,Yes,16,0,5,4,0
1427,Yes,31,Female,Travel_Frequently,667,Sales,1,Life Sciences,2,1,3,Single,1359,1,1,Y,No,12,0,1,0,0
1428,No,30,Female,Travel_Rarely,855,Sales,7,Marketing,4,3,1,Divorced,4779,7,1,Y,No,14,2,3,2,0
1430,No,31,Female,Travel_Rarely,182,Research & Development,8,Life Sciences,1,3,2,Single,16422,3,1,Y,No,11,0,3,2,1
1431,No,34,Male,Travel_Frequently,560,Research & Development,1,Other,4,3,1,Divorced,2996,5,1,Y,No,14,2,4,3,1
1433,Yes,31,Female,Travel_Rarely,202,Research & Development,8,Life Sciences,1,2,2,Single,1261,1,1,Y,No,12,0,1,0,0
1434,No,27,Male,Travel_Rarely,1377,Research & Development,11,Life Sciences,2,3,1,Married,2099,0,1,Y,No,14,0,5,0,1
1435,No,36,Male,Travel_Rarely,172,Research & Development,4,Life Sciences,1,2,4,Single,5810,1,1,Y,No,16,0,10,4,1
1436,No,36,Female,Travel_Rarely,329,Sales,16,Marketing,3,2,1,Married,5647,4,1,Y,No,13,2,3,2,0
1438,No,47,Male,Travel_Rarely,465,Research & Development,1,Technical Degree,1,3,4,Married,3420,7,1,Y,No,12,1,6,5,1
1439,Yes,25,Male,Travel_Rarely,383,Sales,9,Life Sciences,1,2,1,Married,4400,3,1,Y,No,12,0,3,2,2
1440,No,37,Male,Non-Travel,1413,Research & Development,5,Technical Degree,3,4,3,Single,3500,0,1,Y,No,14,0,6,5,1
1441,No,56,Female,Travel_Rarely,1255,Research & Development,1,Life Sciences,1,3,1,Married,2066,2,1,Y,No,22,1,3,2,1
1443,No,47,Female,Travel_Rarely,359,Research & Development,2,Medical,1,3,3,Married,17169,3,1,Y,No,19,2,20,17,5
1445,No,24,Female,Travel_Rarely,1476,Sales,4,Medical,4,3,3,Married,4162,1,1,Y,Yes,12,2,5,4,0
1446,No,32,Male,Travel_Rarely,601,Sales,7,Marketing,4,3,4,Married,9204,4,1,Y,No,12,1,4,3,0
1447,No,34,Female,Travel_Rarely,401,Research & Development,1,Life Sciences,4,2,2,Married,3294,5,1,Y,No,17,1,5,4,0
1448,No,41,Male,Travel_Rarely,1283,Research & Development,5,Medical,2,4,3,Married,2127,2,1,Y,Yes,12,0,4,2,0
1449,No,40,Male,Non-Travel,663,Research & Development,9,Other,3,3,3,Divorced,3975,3,1,Y,No,11,2,8,7,0
1453,No,31,Male,Travel_Rarely,326,Sales,8,Life Sciences,1,3,4,Divorced,10793,1,1,Y,No,18,1,13,7,9
1457,Yes,46,Male,Travel_Rarely,377,Sales,9,Marketing,1,3,4,Divorced,10096,4,1,Y,No,11,1,7,7,4
1458,Yes,39,Female,Non-Travel,592,Research & Development,2,Life Sciences,1,2,1,Single,3646,2,1,Y,Yes,23,0,1,0,0
1459,Yes,31,Female,Travel_Frequently,1445,Research & Development,1,Life Sciences,3,4,2,Single,7446,1,1,Y,No,11,0,10,8,4
1460,No,45,Male,Travel_Rarely,1038,Research & Development,20,Medical,2,1,1,Divorced,10851,2,1,Y,Yes,18,1,7,7,0
1461,No,31,Female,Travel_Rarely,1398,Human Resources,8,Medical,4,4,2,Single,2109,9,1,Y,No,18,0,3,2,0
1464,Yes,31,Male,Travel_Frequently,523,Research & Development,2,Life Sciences,2,3,4,Married,3722,6,1,Y,Yes,13,1,2,2,2
1465,No,45,Male,Travel_Rarely,1448,Research & Development,29,Technical Degree,2,3,4,Married,9380,4,1,Y,Yes,18,2,3,1,1
1466,No,48,Male,Travel_Rarely,1221,Sales,7,Marketing,3,3,1,Divorced,5486,4,1,Y,No,11,3,2,2,2
1467,Yes,34,Female,Travel_Rarely,1107,Human Resources,9,Technical Degree,1,3,3,Married,2742,1,1,Y,No,15,0,2,2,2
1468,No,40,Male,Non-Travel,218,Research & Development,8,Medical,4,2,2,Divorced,13757,2,1,Y,No,11,1,9,8,4
1469,No,28,Male,Travel_Rarely,866,Sales,5,Medical,4,3,1,Single,8463,0,1,Y,No,18,0,5,4,1
1471,No,44,Male,Non-Travel,981,Research & Development,5,Life Sciences,3,2,3,Single,3162,3,1,Y,No,14,0,5,2,0
1472,No,53,Male,Travel_Rarely,447,Research & Development,2,Medical,4,4,2,Single,16598,4,1,Y,No,12,0,9,8,8
1473,No,49,Male,Travel_Rarely,1495,Research & Development,5,Technical Degree,1,3,3,Married,6651,2,1,Y,No,14,1,3,2,1
1474,No,40,Male,Travel_Rarely,896,Research & Development,2,Medical,3,3,3,Divorced,2345,2,1,Y,No,14,1,3,1,1
1475,No,44,Male,Travel_Rarely,1467,Research & Development,20,Life Sciences,4,3,2,Single,3420,1,1,Y,No,13,0,5,2,1
1477,No,33,Male,Travel_Frequently,430,Sales,7,Medical,4,3,1,Married,4373,0,1,Y,No,14,2,4,3,0
1478,No,34,Male,Travel_Rarely,1326,Sales,3,Other,4,1,1,Single,4759,3,1,Y,No,18,0,13,9,3
